name,slug,description,address,city_id,latitude,longitude,phone,email,website,logo_url,cover_image_url,membership_price_from,membership_price_to,currency,opening_hours,is_featured,featured_until,member_count,member_count_source,member_count_verified,member_count_public,member_count_last_updated,rating,review_count,years_in_business,source,specialty_slug,specialty_uuid,specialties_json
The Hood Fitness House,the-hood-fitness-house,,"Amathountos, Konia, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799050192,,,,,,,,,False,,,,False,True,,5.0,16,,Google Maps Scrape,,,[]
Kings Brazilian Jiu Jitsu,kings-brazilian-jiu-jitsu,,"Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799923388,,http://www.kingsbjj.com/,,,,,,,False,,,,False,True,,5.0,64,,Google Maps Scrape,mma,7a0ab816-372c-410c-a373-9e7794cac9e6,"[""7a0ab816-372c-410c-a373-9e7794cac9e6""]"
Pilates Reformer Studio,pilates-reformer-studio,,"Laouri Ioanni 30, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799180656,,,,,,,,,False,,,,False,True,,5.0,13,,Google Maps Scrape,pilates,b85cb2e6-fb93-4167-aa98-d5f4444061b1,"[""b85cb2e6-fb93-4167-aa98-d5f4444061b1""]"
Zr Jiu Jitsu,zr-jiu-jitsu,,"Ioanni Agroti 11, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799028069,,https://m.facebook.com/pages/category/Community/Ze-Radiola-Team-Cyprus-580163358824687/,,,,,,,False,,,,False,True,,4.9,17,,Google Maps Scrape,mma,7a0ab816-372c-410c-a373-9e7794cac9e6,"[""7a0ab816-372c-410c-a373-9e7794cac9e6""]"
Soulutionpilates&More,soulutionpilatesmore,,"25 Martiou 38, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35796724446,,,,,,,,,False,,,,False,True,,4.5,22,,Google Maps Scrape,pilates,b85cb2e6-fb93-4167-aa98-d5f4444061b1,"[""b85cb2e6-fb93-4167-aa98-d5f4444061b1""]"
Team Akopian,team-akopian,,"Nikou Kazantzaki, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35796872909,,https://m.facebook.com/artouros.akopian/,,,,,,,False,,,,False,True,,4.7,20,,Google Maps Scrape,mma,7a0ab816-372c-410c-a373-9e7794cac9e6,"[""7a0ab816-372c-410c-a373-9e7794cac9e6""]"
Furious Fighters,furious-fighters,,"Ionias 31, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35797904854,,https://www.instagram.com/furious_fighters_,,,,,,,False,,,,False,True,,5.0,32,,Google Maps Scrape,mma,7a0ab816-372c-410c-a373-9e7794cac9e6,"[""7a0ab816-372c-410c-a373-9e7794cac9e6""]"
Aa Power Mode,aa-power-mode,,"Democracy Ave 102, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799932975,,http://aapowermode.com/,,,,,,,False,,,,False,True,,4.9,10,,Google Maps Scrape,,,[]
Akba Health Care Center,akba-health-care-center,,"Makariou III Ave 24, Emba, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35726270620,,,,,,,,,False,,,,False,True,,4.9,15,,Google Maps Scrape,,,[]
Personal Trainer - Paphos Kissonerga & Peyia,personal-trainer-paphos-kissonerga-peyia,,"Marcantoniou Bragadinou, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799856432,,https://www.paphos-training.com/,,,,,,,False,,,,False,True,,5.0,10,,Google Maps Scrape,,,[]
Dinamico Personal Training Center,dinamico-personal-training-center,,"theodorou zinonos 10, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799743850,,http://www.dinamicotraining.com/,,,,,,,False,,,,False,True,,4.8,13,,Google Maps Scrape,personal-trainer,1b9ecd3b-fe53-4432-9dc0-978f90eaacb3,"[""1b9ecd3b-fe53-4432-9dc0-978f90eaacb3""]"
Mg Fitness Club,mg-fitness-club,,"QCQ5+3P2, Unnamed Road, Chlorakas, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799544186,,https://mgfitness.club/,,,,,,,False,,,,False,True,,4.6,52,,Google Maps Scrape,,,[]
JohnnyS Personal Training,johnnys-personal-training,,"Agiou Panaretou, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799531393,,https://johnnyspersonaltraining.com/,,,,,,,False,,,,False,True,,5.0,24,,Google Maps Scrape,,,[]
Aesthetics Fitness Club,aesthetics-fitness-club,,"3, Makariou III Ave, Chlorakas, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35770001928,,,,,,,,,False,,,,False,True,,4.6,114,,Google Maps Scrape,,,[]
Paphos Professional Boxing Gym,paphos-professional-boxing-gym,,"Marcantoniou Bragadinou, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799715937,,https://fit2fightcyprus.com/,,,,,,,False,,,,False,True,,5.0,36,,Google Maps Scrape,boxing,f6559489-8266-42f2-aea9-89a3a76eeea0,"[""f6559489-8266-42f2-aea9-89a3a76eeea0""]"
Poseidonio Health Spa And Fitness Center,poseidonio-health-spa-and-fitness-center,,"Democracy Ave 132, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799573445,,,,,,,,,False,,,,False,True,,4.3,28,,Google Maps Scrape,,,[]
Municipality Gym,municipality-gym,,"Q9RW+5FH, Unnamed Road, Chlorakas, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,,,,,,,,,,False,,,,False,True,,4.6,16,,Google Maps Scrape,,,[]
Aidinidis Fight Club,aidinidis-fight-club,,"Athinas 60, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799894896,,https://www.facebook.com/AidinidisFightClub/,,,,,,,False,,,,False,True,,5.0,16,,Google Maps Scrape,mma,7a0ab816-372c-410c-a373-9e7794cac9e6,"[""7a0ab816-372c-410c-a373-9e7794cac9e6""]"
JohnnyS Gym,johnnys-gym,,"B7 90, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799946129,,,,,,,,,False,,,,False,True,,4.9,62,,Google Maps Scrape,,,[]
Fiit Paphos Training Room,fiit-paphos-training-room,,"Neapolis University, Danaes Ave 2, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799804713,,https://fiitpaphos.taplink.ws/,,,,,,,False,,,,False,True,,4.8,75,,Google Maps Scrape,,,[]
Nayara Fonseca Aerial,nayara-fonseca-aerial,,"Andrea Ioannou, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35797450567,,https://www.instagram.com/nayarafonseca.aerial,,,,,,,False,,,,False,True,,5.0,16,,Google Maps Scrape,,,[]
Vo2 Fitness Center - Personal Training Studio,vo2-fitness-center-personal-training-studio,,"B7 13-1st floor, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799482485,,https://vo2fitnesscenter.com/,,,,,,,False,,,,False,True,,4.9,68,,Google Maps Scrape,personal-trainer,1b9ecd3b-fe53-4432-9dc0-978f90eaacb3,"[""1b9ecd3b-fe53-4432-9dc0-978f90eaacb3""]"
Star Fitness Gym Paphos Cyprus,star-fitness-gym-paphos-cyprus,,"Alexandroupoleos Ave 37, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35726937000,,https://starfitnesscy.com/,,,,,,,False,,,,False,True,,4.8,133,,Google Maps Scrape,,,[]
Vigour Studio Gym,vigour-studio-gym,,"Anexartisias, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35726220470,,http://vigourstudio-gym.com/,,,,,,,False,,,,False,True,,4.7,32,,Google Maps Scrape,,,[]
Aesthetics Fitness Club Gold,aesthetics-fitness-club-gold,,"Georgiou Ch. Ioannidi, shop 1, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35770001582,,https://www.facebook.com/aestheticsgold/,,,,,,,False,,,,False,True,,4.4,240,,Google Maps Scrape,,,[]
Bodyart Fitnessgym,bodyart-fitnessgym,,"Marcantoniou Bragadinou, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35726221333,,https://instagram.com/bodyart_fitnessgym?igshid=YmMyMTA2M2Y=,,,,,,,False,,,,False,True,,4.5,34,,Google Maps Scrape,,,[]
Energy Fitness Gym,energy-fitness-gym,,"Democracy Ave, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,,,https://www.facebook.com/energyfitnessgympaphos/,,,,,,,False,,,,False,True,,3.8,21,,Google Maps Scrape,,,[]
Hardcoretraining Gym Paphos,hardcoretraining-gym-paphos,,"Nikolaou Nikolaidi 19, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799542113,,https://www.facebook.com/Hardcoretraininggym/,,,,,,,False,,,,False,True,,4.7,23,,Google Maps Scrape,,,[]
Paphos Thai Boxing & Mma Fight Club Old Style Muay Thai,paphos-thai-boxing-mma-fight-club-old-style-muay-thai,,"Vasileos Constantinou XIII 26, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799461343,,https://www.instagram.com/paphos_muaythai_mma?igsh=MWswajFoejc0M3p2eg==,,,,,,,False,,,,False,True,,5.0,18,,Google Maps Scrape,,,[]
G Fitness,g-fitness,,"Charilaou Trikoupi 3, 8020, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35797799298,,https://www.facebook.com/Gp.fitnes,,,,,,,False,,,,False,True,,4.7,29,,Google Maps Scrape,,,[]
West 34 Elite Fitness Club,west-34-elite-fitness-club,,"Thermopylon Rd, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799466327,,https://instagram.com/west34_elitefitnessclub?utm_medium=copy_link,,,,,,,False,,,,False,True,,4.9,28,,Google Maps Scrape,,,[]
Forma Personal Training Studio Gym,forma-personal-training-studio-gym,,"Georgiou Michael 13, Kato Paphos, Paphos, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35799845532,,https://www.facebook.com/forma.gym.paphos/,,,,,,,False,,,,False,True,,4.8,84,,Google Maps Scrape,,,[]
Gymnastika Fitness Center,gymnastika-fitness-center,,"Makariou III Ave 3, Yeroskipou, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35726813388,,https://www.facebook.com/GymnastikaFitnessCenter/,,,,,,,False,,,,False,True,,4.5,47,,Google Maps Scrape,,,[]
Hyper Fitness Club,hyper-fitness-club,,"B7 134, Mesogi, Cyprus",7978d742-eeea-4c7a-b37f-7dceacd4284b,34.7756,32.4244,+35726652006,,https://www.facebook.com/hyperfitnessclubcy/,,,,,,,False,,,,False,True,,4.5,45,,Google Maps Scrape,,,[]
